id,price,desc,numstories,yearbuilt,exteriorfinish,rooftype,basement,totalrooms,bedrooms,bathrooms,fireplaces,sqft,lotarea,state,zipcode,AvgIncome
PA10287,392260.7656,SINGLE FAMILY,1,1949,Brick,SHINGLE,1,7,3,4.5,1,2578,98176,PA,15235,41367
VA10683,1422775.925,SINGLE FAMILY,2,1950,Brick,SLATE,0,9,4,4,NA,5382,22402,VA,23221,39943
PA10565,201188.1625,SINGLE FAMILY,2,1952,Brick,SHINGLE,1,6,3,1.5,1,2504,8181,PA,15243,60717
PA10489,292590.7532,SINGLE FAMILY,2.5,1900,Brick,SHINGLE,1,10,6,3,2,2957,5076,PA,15224,22880
PA10663,180259.5843,SINGLE FAMILY,2,1940,Brick,SHINGLE,1,8,3,2,1,1918,24000,PA,15241,85102
PA10470,40627.09406,SINGLE FAMILY,2,1959,Brick,SHINGLE,1,6,3,1,0,880,3995,PA,15235,41367
PA10733,48577.98397,SINGLE FAMILY,1,1900,Frame,SHINGLE,1,4,2,1,0,904,2116,PA,15212,26712
PA10320,548268.3372,SINGLE FAMILY,1.5,2004,Brick,SHINGLE,1,10,5,4.5,0,3504,27007,PA,15044,95289
PA10307,49126.69955,SINGLE FAMILY,2,1910,Frame,SHINGLE,1,6,3,1,0,855,2500,PA,15216,39526
VA10009,238276.2744,SINGLE FAMILY,2,1921,Stucco,SLATE,0,6,3,1.5,NA,1526,9176,VA,23225,35101
VA10516,1033734.094,SINGLE FAMILY,1,1961,Brick,ROLL,1,8,4,3.5,NA,4044,55458,VA,23226,50519
PA10182,575262.7702,SINGLE FAMILY,2,1989,Frame,SHINGLE,1,11,4,7,3,3000,39285,PA,15216,39526
VA10587,90393.14339,SINGLE FAMILY,1,1940,Brick,SHINGLE,0,5,3,1,NA,1020,6198,VA,23224,27132
VA10280,1176339.856,SINGLE FAMILY,1.5,1930,Stucco,SLATE,1,9,4,4.5,NA,3762,26380,VA,23226,50519
PA10324,266364.0025,SINGLE FAMILY,1,1951,Brick,SLATE,1,8,2,2.5,0,1939,12963,PA,15243,60717
VA10502,159993.0917,SINGLE FAMILY,2,1924,Stucco,SLATE,0,8,4,1,NA,1648,6750,VA,23222,29570
PA10644,101913.1922,SINGLE FAMILY,1,1965,Brick,SHINGLE,1,8,3,3,0,1976,7239,PA,15237,55016
VA10586,328109.6651,SINGLE FAMILY,2,1923,Brick,METAL,0,6,2,1,NA,1552,2336.4,VA,23220,26557
PA10500,135546.4183,SINGLE FAMILY,1.5,1940,Stone,SHINGLE,1,7,3,2,1,1635,7800,PA,15236,46913
VA10735,101976.0622,SINGLE FAMILY,1,1951,Frame,SHINGLE,0,8,4,1.5,NA,1149,6216,VA,23224,27132
PA10655,284792.2296,SINGLE FAMILY,2,1988,Brick,SHINGLE,1,8,4,2.5,1,2824,20875,PA,15025,60669
VA10135,113500.5399,SINGLE FAMILY,1,1957,Brick,SHINGLE,0,6,3,1,NA,1144,11690,VA,23224,27132
VA10323,251682.6579,SINGLE FAMILY,2,1915,Brick,SHINGLE,0,8,3,2.5,NA,2092,7000,VA,23222,29570
VA10919,701245.3686,SINGLE FAMILY,2,1918,Brick,METAL,0,7,3,2.5,NA,3540,5931.75,VA,23221,39943
PA10749,93237.75272,SINGLE FAMILY,2,1893,Frame,SHINGLE,1,5,2,1,0,1244,3500,PA,15025,60669
PA10343,112308.3755,SINGLE FAMILY,1,1965,Frame,SHINGLE,1,5,3,1,0,1064,29152,PA,15332,62875
PA10144,72323.56057,SINGLE FAMILY,1,1952,Brick,SHINGLE,1,6,4,1.5,0,825,4025,PA,15216,39526
VA10403,530324.2544,MULTI-FAMILY,2,1924,Brick,METAL,0,16,8,4,NA,3132,4033.7,VA,23220,26557
PA10998,369140.5712,SINGLE FAMILY,2,1930,Frame,SHINGLE,1,8,4,3.5,1,2734,130754,PA,15005,64427
VA10529,195028.6048,SINGLE FAMILY,1.8,1949,Brick,SHINGLE,0,8,4,2,NA,1632,10136.16,VA,23222,29570
PA10689,102589.5803,SINGLE FAMILY,1,1951,Brick,SHINGLE,1,5,3,1,0,925,10244,PA,15243,60717
VA10700,100316.9947,SINGLE FAMILY,1,1920,Stucco,ROLL,0,5,3,1,NA,1158,6300,VA,23222,29570
PA10996,97975.41049,CONDOMINIUM,1,1972,Brick,ROLL,0,4,2,1,0,1146,0,PA,15215,43750
VA10517,271250.5502,SINGLE FAMILY,2,1987,Brick,SHINGLE,1,10,5,2.5,NA,1024,962.06,VA,23223,27936
VA10453,622880.452,SINGLE FAMILY,2,1946,Brick,SLATE,0,9,3,2.5,NA,2712,11000,VA,23221,39943
PA10758,195540.4286,SINGLE FAMILY,2,1910,Brick,SHINGLE,1,5,2,1.5,0,1826,1420,PA,15212,26712
VA10493,231688.8514,SINGLE FAMILY,2,1928,Stucco,SLATE,0,5,2,1,NA,1368,12050,VA,23225,35101
PA10651,648523.7302,SINGLE FAMILY,1,1958,Brick,ROLL,1,10,5,6,1,2848,53535,PA,15228,58440
PA10186,130147.4857,SINGLE FAMILY,1,1954,Frame,SLATE,1,6,3,1,1,1904,8200,PA,15218,35983
VA10107,581546.6429,SINGLE FAMILY,2,1938,Stone,SLATE,0,8,4,2.5,NA,2777,12266,VA,23226,50519
PA10545,156429.876,ROWHOUSE,2,1900,Brick,SHINGLE,1,6,2,1.5,1,2032,1301,PA,15212,26712
PA10430,89572.00266,SINGLE FAMILY,1,1954,Brick,SHINGLE,1,5,2,1,0,888,5354,PA,15220,44018
PA10992,138440.6997,SINGLE FAMILY,1,1920,Brick,SHINGLE,1,6,3,1,0,2351,23138,PA,15003,37868
PA10848,100935.008,SINGLE FAMILY,2,1946,Frame,SHINGLE,1,6,3,1,0,1320,6875,PA,15236,46913
PA10781,561918.5713,MULTI-FAMILY,2,1925,Brick,SHINGLE,1,6,3,2.5,0,2650,4771,PA,15216,39526
PA10378,141181.5538,SINGLE FAMILY,2,1900,Brick,SLATE,1,7,4,1,0,3077,5808,PA,15212,26712
VA10108,337376.3144,SINGLE FAMILY,2,1945,Brick,SLATE,0,7,3,2,NA,1661,10500,VA,23227,36568
PA10431,85288.9527,CONDOMINIUM,2,1980,Frame,SHINGLE,1,5,2,1.5,0,1140,0,PA,15218,35983
PA10189,177405.1213,ROWHOUSE,2,1900,Brick,ROLL,1,5,2,1.5,0,1358,1254,PA,15213,18473
VA10579,199952.3925,SINGLE FAMILY,2,2000,Frame,SHINGLE,0,6,3,1,NA,1922,18652,VA,23225,35101
PA10016,279877.9409,SINGLE FAMILY,2,2004,Frame,SHINGLE,1,6,3,2.5,0,2804,14941,PA,15037,55863
VA10568,433231.6293,SINGLE FAMILY,1.5,1940,Brick,SHINGLE,0,8,3,2,NA,2519,19369,VA,23221,39943
VA10368,337325.2795,SINGLE FAMILY,2,1900,Brick,METAL,0,6,3,1.5,NA,1638,2043.75,VA,23220,26557
VA10732,469433.7385,SINGLE FAMILY,2,1939,Brick,SLATE,0,9,5,4,NA,2298,7500,VA,23227,36568
VA10977,355194.3269,SINGLE FAMILY,1.75,1950,Brick,SLATE,0,7,3,2,NA,2027,11375,VA,23227,36568
VA10881,857366.3697,SINGLE FAMILY,3,1910,Brick,METAL,1,9,5,4.5,NA,3578,2613,VA,23220,26557
PA10156,290172.626,SINGLE FAMILY,2,1997,Brick,SHINGLE,1,8,4,2.5,0,2454,28489,PA,15005,64427
VA10487,227713.842,SINGLE FAMILY,2,1931,Frame,SHINGLE,0,5,3,1,NA,1374,7500,VA,23227,36568
PA10371,426895.9066,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,8,4,2.5,0,3168,26464,PA,15026,69387
VA10915,442225.8596,SINGLE FAMILY,2,1940,Brick,SLATE,0,7,3,2.5,NA,1550,6450,VA,23221,39943
VA10310,913225.2654,SINGLE FAMILY,3,1910,Brick,METAL,0,12,5,3.5,NA,3871,5782.5,VA,23220,26557
PA10477,1085511.003,SINGLE FAMILY,2,1962,Brick,SLATE,1,10,5,5.5,1,5216,56064,PA,15243,60717
PA10226,76708.43944,SINGLE FAMILY,2,1925,Frame,SHINGLE,1,6,3,1.5,0,1224,2160,PA,15218,35983
PA10333,47177.57163,SINGLE FAMILY,2,1915,Brick,SHINGLE,1,6,3,1,0,1260,4092,PA,15213,18473
PA10785,143966.7413,SINGLE FAMILY,2,1962,Brick,SHINGLE,1,7,4,2,1,1900,20250,PA,15215,43750
VA10629,681449.8724,SINGLE FAMILY,2,1940,Brick,SLATE,1,9,3,3,NA,2761,7150,VA,23226,50519
PA10058,74477.85544,SINGLE FAMILY,2,1930,Frame,SHINGLE,1,5,2,1,0,1134,10862,PA,15227,38439
PA10243,396938.6444,SINGLE FAMILY,2,1992,Frame,SHINGLE,1,8,4,2.5,1,2658,21170,PA,15237,55016
PA10392,308267.5585,SINGLE FAMILY,1.5,1953,Brick,SHINGLE,1,10,4,2.5,1,3992,72484,PA,15332,62875
VA10363,739129.0598,SINGLE FAMILY,1.75,1963,Brick,SLATE,1,10,4,3.5,NA,2888,27270,VA,23221,39943
VA10499,283864.2588,SINGLE FAMILY,1,1924,Brick,METAL,0,6,3,1,NA,1272,2000,VA,23221,39943
VA10208,107592.9891,SINGLE FAMILY,1,1947,Frame,ROLL,0,5,2,1,NA,810,11969,VA,23225,35101
PA10322,117918.2298,SINGLE FAMILY,1,1940,Frame,SHINGLE,1,5,3,2,1,1471,9030,PA,15034,57850
PA10702,38974.77346,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,6,3,1,0,1156,2500,PA,15030,50313
VA10207,528696.6336,SINGLE FAMILY,2,1925,Brick,SLATE,1,10,4,3.5,NA,3128,11717.64,VA,23226,50519
PA10308,284271.0151,SINGLE FAMILY,2,1920,Brick,SHINGLE,1,8,4,2.5,1,4184,20626,PA,15220,44018
PA10429,387932.0753,SINGLE FAMILY,2,1990,Brick,SHINGLE,1,8,4,2.5,1,3269,92826,PA,15220,44018
PA10891,790017.7261,SINGLE FAMILY,2,1972,Frame,SHINGLE,1,9,5,3.5,4,5602,26104,PA,15215,43750
VA10719,128923.2588,SINGLE FAMILY,1,1964,Brick,SHINGLE,0,6,3,1.5,NA,1476,5875,VA,23222,29570
PA10986,41335.78132,SINGLE FAMILY,2,1925,Frame,SHINGLE,1,6,3,1,0,1144,2560,PA,15030,50313
PA10436,360480.6583,SINGLE FAMILY,1,1960,Stone,SLATE,1,9,3,2.5,0,2249,19965,PA,15236,46913
PA10949,332257.4745,SINGLE FAMILY,2,1991,Brick,SHINGLE,1,9,3,2.5,1,2430,15103,PA,15237,55016
PA10764,111795.4597,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,6,2,1.5,1,879,7743,PA,15236,46913
VA10869,296152.5667,SINGLE FAMILY,1.5,1919,Stucco,SHINGLE,0,8,4,2,NA,1930,16347,VA,23227,36568
PA10980,47379.39071,SINGLE FAMILY,2,1900,Brick,SHINGLE,1,4,2,2,0,960,994,PA,15223,33724
PA10568,187448.1202,SINGLE FAMILY,2,1984,Brick,SHINGLE,1,7,3,2.5,1,2088,7500,PA,15014,42500
VA10619,139612.1962,SINGLE FAMILY,1,1956,Brick,SHINGLE,0,8,3,1,NA,1297,6203,VA,23222,29570
VA10249,178617.7761,SINGLE FAMILY,1,1952,Frame,ROLL,0,6,3,1,NA,960,8280,VA,23221,39943
PA10520,140986.8679,SINGLE FAMILY,1,1961,Frame,SHINGLE,1,9,4,2.5,0,1518,9538,PA,15025,60669
VA10478,441727.5473,MULTI-FAMILY,2,1912,Brick,METAL,0,16,8,4,NA,2832,3683.94,VA,23221,39943
PA10286,422948.1981,SINGLE FAMILY,1,1951,Stone,SHINGLE,1,8,3,3.5,1,3729,42752,PA,15235,41367
PA10941,163617.8732,SINGLE FAMILY,1,1999,Frame,SHINGLE,1,6,3,2.5,0,1437,9439,PA,15220,44018
VA10229,141181.4685,SINGLE FAMILY,2,1924,Stucco,METAL,0,8,3,1.5,NA,1368,5600,VA,23222,29570
PA10742,492089.8777,SINGLE FAMILY,2,2003,Brick,SHINGLE,1,9,4,3.5,1,3042,13068,PA,15228,58440
VA10843,153988.1646,SINGLE FAMILY,1,1924,Stucco,METAL,0,7,4,1.5,NA,1760,5250,VA,23222,29570
PA10921,40218.63299,SINGLE FAMILY,2,1920,Frame,SHINGLE,1,6,3,1,0,704,3672,PA,15030,50313
VA10037,450492.5378,SINGLE FAMILY,1,1925,Brick,METAL,1,9,3,3.5,NA,2550,3720,VA,23223,27936
PA10757,253885.1826,SINGLE FAMILY,2,2012,Frame,SHINGLE,1,8,4,2.5,0,1988,14415,PA,15025,60669
PA10132,268064.1866,SINGLE FAMILY,1,2014,Brick,SHINGLE,1,7,3,2.5,0,1687,11354,PA,15025,60669
VA10704,533674.6521,SINGLE FAMILY,2,1926,Brick,METAL,0,8,3,3.5,NA,2128,3432,VA,23221,39943
VA10784,208708.5008,SINGLE FAMILY,2,1922,Stucco,ROLL,0,8,4,1.5,NA,1560,6750,VA,23222,29570
PA10166,121907.8479,SINGLE FAMILY,1,1977,Frame,SHINGLE,1,7,3,2.5,1,1594,55495,PA,15026,69387
VA10592,473180.9113,SINGLE FAMILY,2,1911,Brick,METAL,1,10,4,2,NA,2276,4050,VA,23221,39943
PA10104,75667.50996,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,4,2,1,0,868,4264,PA,15223,33724
VA10776,535566.9121,SINGLE FAMILY,1.5,1948,Brick,SLATE,1,8,3,3,NA,2078,63815.4,VA,23221,39943
PA10795,190993.9796,SINGLE FAMILY,2,1926,Stone,SLATE,1,7,3,1.5,1,1852,26729,PA,15025,60669
VA10645,274182.4185,SINGLE FAMILY,2,1921,Stucco,SLATE,0,8,4,2.5,NA,1720,10105,VA,23222,29570
VA10757,619236.7031,SINGLE FAMILY,2.5,1940,Brick,SLATE,1,12,4,2.5,NA,4021,15930,VA,23227,36568
VA10806,921908.557,SINGLE FAMILY,1.5,1949,Brick,SLATE,0,9,4,3.5,NA,3289,24898,VA,23226,50519
VA10469,591011.4944,SINGLE FAMILY,2,1930,Brick,SLATE,1,9,4,4,NA,2245,7000,VA,23226,50519
PA10491,269004.0874,SINGLE FAMILY,2,1999,Frame,SHINGLE,1,6,4,3,1,2488,14660,PA,15005,64427
VA10676,364120.4396,SINGLE FAMILY,2,1894,Brick,METAL,0,8,3,2,NA,1970,1805,VA,23223,27936
VA10165,158446.28,SINGLE FAMILY,2,1920,Frame,METAL,0,10,4,2,NA,1576,8500,VA,23224,27132
VA10023,343087.8955,SINGLE FAMILY,1,1932,Frame,SHINGLE,0,9,4,2,NA,2466,7250,VA,23227,36568
PA10109,522965.9718,SINGLE FAMILY,2.5,1900,Brick,SLATE,1,11,6,2.5,4,4104,7465,PA,15224,22880
PA10501,138722.3778,SINGLE FAMILY,1,1952,Brick,SHINGLE,1,6,3,1.5,1,1698,12633,PA,15235,41367
PA10863,298066.4652,SINGLE FAMILY,1,1998,Frame,SHINGLE,1,3,2,2,0,1680,277042,PA,15025,60669
PA10356,424379.4853,SINGLE FAMILY,1,1941,Brick,SLATE,1,10,6,4,2,2121,16613,PA,15243,60717
VA10152,352667.0161,SINGLE FAMILY,2,1948,Brick,SLATE,1,7,3,1.5,NA,1560,7750.8,VA,23221,39943
PA10590,110199.409,MULTI-FAMILY,1,1947,Frame,SHINGLE,1,12,6,3,0,1824,3427,PA,15014,42500
VA10883,635457.3548,SINGLE FAMILY,2,1937,Brick,SLATE,1,10,4,2.5,NA,2925,7124,VA,23221,39943
PA10005,124523.8931,MULTI-FAMILY,2,1927,Brick,SHINGLE,1,12,6,4,1,2358,2970,PA,15213,18473
VA10761,135099.8468,SINGLE FAMILY,1,1963,Brick,SHINGLE,0,7,3,1,NA,1148,8651,VA,23234,40522
VA10150,266107.6825,SINGLE FAMILY,1.5,1940,Frame,ROLL,0,12,3,2,NA,1775,17494.62,VA,23225,35101
VA10947,389356.9668,SINGLE FAMILY,1.5,1938,Brick,SLATE,0,8,4,2,NA,2087,8100,VA,23225,35101
PA10660,405967.6605,SINGLE FAMILY,2,2016,Frame,SHINGLE,1,8,4,2.5,0,3834,11945,PA,15026,69387
PA10738,318472.8,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,7,3,2.5,0,2348,28331,PA,15025,60669
PA10907,541271.5935,SINGLE FAMILY,2,1995,Brick,SHINGLE,1,10,4,3.5,1,4385,40333,PA,15005,64427
VA10254,157176.0581,SINGLE FAMILY,1,1967,Brick,SHINGLE,0,7,3,2.5,NA,1472,6922,VA,23222,29570
VA10964,193359.3661,SINGLE FAMILY,2,1926,Stucco,SLATE,0,7,3,2.5,NA,1690,5471.2,VA,23222,29570
PA10261,83985.85582,SINGLE FAMILY,1,1931,Brick,SHINGLE,1,6,3,1.5,1,1080,10336,PA,15037,55863
VA10533,521790.8538,SINGLE FAMILY,1.5,1939,Brick,SLATE,0,8,3,2.5,NA,2307,15950,VA,23225,35101
VA10900,322370.4454,SINGLE FAMILY,2,1885,Brick,METAL,0,6,4,2,NA,1764,1314.75,VA,23220,26557
PA10636,125877.8931,SINGLE FAMILY,1,1975,Brick,SHINGLE,1,7,3,2,1,1410,9907,PA,15044,95289
PA10388,116151.0024,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,6,2,1.5,0,1040,6966,PA,15243,60717
VA10405,98780.34476,SINGLE FAMILY,1,1929,Frame,SHINGLE,0,5,2,1,NA,948,5076,VA,23222,29570
PA10840,337714.3682,SINGLE FAMILY,1,1935,Stone,SLATE,1,10,3,3,0,2208,12159,PA,15243,60717
VA10031,238702.4636,SINGLE FAMILY,2,1920,Stucco,METAL,0,7,3,1,NA,1260,3000,VA,23221,39943
VA10907,617466.6578,MULTI-FAMILY,1,1910,Brick,METAL,0,15,5,8,NA,3501,5897.15,VA,23220,26557
PA10578,257956.4336,CONDOMINIUM,1,2012,Brick,SHINGLE,1,5,3,2.5,0,1894,0,PA,15237,55016
PA10912,232425.3252,MULTI-FAMILY,3,1900,Brick,SHINGLE,1,11,3,4,0,2964,2500,PA,15213,18473
PA10686,120839.3678,SINGLE FAMILY,1,1952,Brick,SHINGLE,1,5,3,2,0,950,6600,PA,15236,46913
PA10094,394674.8011,SINGLE FAMILY,2,1992,Stucco,SHINGLE,1,9,4,3,1,2960,23261,PA,15237,55016
PA10843,137085.861,ROWHOUSE,3,1900,Frame,SHINGLE,1,4,2,1,0,2772,1578,PA,15212,26712
VA10847,228273.5552,SINGLE FAMILY,1.5,1955,Brick,SHINGLE,0,8,4,2.5,NA,1653,9851.76,VA,23222,29570
PA10006,53063.97142,SINGLE FAMILY,2,1910,Brick,SHINGLE,1,5,2,1,0,1379,3047,PA,15014,42500
VA10723,542776.4238,SINGLE FAMILY,2,1952,Brick,SLATE,0,8,4,5.5,NA,2092,23954,VA,23221,39943
PA10985,136702.2843,SINGLE FAMILY,2,1988,Frame,SHINGLE,1,6,3,1.5,1,1744,9100,PA,15025,60669
PA10532,134684.5003,SINGLE FAMILY,1,1954,Brick,SHINGLE,1,5,3,2.5,0,1236,9800,PA,15025,60669
PA10637,227337.2741,SINGLE FAMILY,2,1970,Brick,SHINGLE,1,8,4,2.5,1,2244,13125,PA,15025,60669
VA10578,152672.6226,SINGLE FAMILY,1,1950,Brick,SHINGLE,0,6,3,1,NA,1001,9176,VA,23225,35101
PA10990,327917.5229,CONDOMINIUM,2,1970,Stucco,ROLL,1,6,3,1,0,2008,2875,PA,15218,35983
VA10304,442672.5997,SINGLE FAMILY,2,1850,Brick,METAL,0,5,2,2,NA,1040,17160,VA,23223,27936
VA10175,255126.768,SINGLE FAMILY,1.5,1951,Brick,SHINGLE,1,9,4,2.5,NA,1382,7654.25,VA,23227,36568
PA10028,148337.3499,SINGLE FAMILY,1,1967,Frame,SHINGLE,1,8,3,2.5,1,1945,10403,PA,15025,60669
PA10743,89522.54434,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,6,3,1,0,984,10203,PA,15034,57850
VA10467,431554.8266,CONDOMINIUM,1,1918,Brick,METAL,0,7,3,2,NA,2128,6398.75,VA,23221,39943
PA10143,70255.69402,SINGLE FAMILY,1.5,1947,Log,SHINGLE,1,6,3,1,1,1445,5883,PA,15034,57850
PA10748,64951.59784,SINGLE FAMILY,1,1940,Brick,SHINGLE,1,6,2,1.5,0,932,10560,PA,15214,30725
VA10336,158984.0569,SINGLE FAMILY,1,1922,Stucco,SLATE,0,7,3,1,NA,1104,4612.5,VA,23225,35101
VA10498,1149469.669,SINGLE FAMILY,2,1934,Brick,SLATE,0,10,4,5,NA,4290,21655,VA,23226,50519
PA10770,67703.21106,SINGLE FAMILY,2,1957,Frame,SHINGLE,1,8,4,2,0,2062,6985,PA,15235,41367
VA10804,302470.481,SINGLE FAMILY,2,1925,Stucco,SLATE,0,5,3,2,NA,1842,13957.5,VA,23227,36568
PA10367,259607.3085,SINGLE FAMILY,2,1999,Frame,SHINGLE,1,8,4,2.5,1,1904,13024,PA,15236,46913
PA10480,368978.6885,SINGLE FAMILY,2,1991,Brick,SHINGLE,1,8,4,2.5,1,3540,29967,PA,15025,60669
VA10839,346920.9043,CONDOMINIUM,1,1914,Brick,SHINGLE,0,5,2,2.5,NA,1429,1428,VA,23220,26557
PA10640,151343.9335,SINGLE FAMILY,1,1999,Frame,SHINGLE,1,7,3,2,0,1587,9625,PA,15220,44018
PA10720,75994.90484,SINGLE FAMILY,1,1917,Frame,SHINGLE,1,5,2,2,0,1316,2875,PA,15014,42500
VA10151,317620.5608,SINGLE FAMILY,1,1925,Frame,SLATE,0,9,5,2,NA,1928,7200,VA,23227,36568
VA10742,188026.3275,SINGLE FAMILY,2,1930,Brick,SLATE,0,10,3,1.5,NA,1512,6374,VA,23222,29570
PA10626,497169.6123,SINGLE FAMILY,2,1986,Brick,SHINGLE,1,7,3,2.5,1,3410,267546,PA,15044,95289
VA10287,188009.5718,SINGLE FAMILY,2,1965,Brick,SLATE,0,10,4,2,NA,1988,5250,VA,23222,29570
VA10566,355483.2524,SINGLE FAMILY,1,1937,Brick,SHINGLE,0,7,2,2,NA,1566,8100,VA,23226,50519
PA10700,754286.427,SINGLE FAMILY,2.5,1930,Stone,SLATE,1,12,5,3.5,2,5154,10474,PA,15228,58440
PA10860,44031.55135,SINGLE FAMILY,2,1930,Frame,SHINGLE,1,4,2,1,0,1120,2700,PA,15223,33724
PA10311,328350.0882,SINGLE FAMILY,2,2016,Frame,SHINGLE,1,9,4,2.5,1,2896,11551,PA,15025,60669
PA10348,714298.4693,SINGLE FAMILY,2,2002,Brick,SHINGLE,1,10,5,4.5,2,3607,148148,PA,15005,64427
PA10482,286272.3883,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,8,4,2.5,0,2108,7500,PA,15026,69387
VA10057,389937.5275,SINGLE FAMILY,2,1900,Brick,METAL,0,7,3,2.5,NA,2080,3625,VA,23220,26557
VA10878,323603.1883,SINGLE FAMILY,2,1936,Brick,SLATE,0,7,3,1.5,NA,1646,19642,VA,23227,36568
VA10099,116962.1855,SINGLE FAMILY,2,1971,Brick,SHINGLE,0,6,3,1.5,NA,1372,1612.5,VA,23224,27132
VA10560,440560.8507,SINGLE FAMILY,2,1930,Brick,SLATE,0,7,3,2.5,NA,1962,8100,VA,23226,50519
VA10055,147502.5,SINGLE FAMILY,1,1963,Brick,ROLL,0,6,3,1,NA,1070,11250,VA,23225,35101
PA10846,340337.4523,MULTI-FAMILY,2.5,1920,Frame,SHINGLE,1,7,4,2.5,2,2638,4148,PA,15215,43750
VA10039,545438.5321,SINGLE FAMILY,2,1903,Brick,METAL,0,8,3,2.5,NA,2276,2500,VA,23220,26557
PA10762,69569.10446,SINGLE FAMILY,1,1920,Frame,SHINGLE,1,3,1,1,0,475,2500,PA,15218,35983
VA10045,100034.6058,SINGLE FAMILY,1.5,1947,Brick,SHINGLE,0,7,4,1,NA,1173,9813,VA,23224,27132
VA10328,418360.5571,SINGLE FAMILY,2,1925,Stucco,METAL,1,8,4,2,NA,2118,3640,VA,23221,39943
PA10463,307470.847,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,8,3,2.5,0,2308,10501,PA,15025,60669
PA10179,165329.3026,SINGLE FAMILY,1,1956,Brick,SHINGLE,1,4,2,1.5,0,816,3000,PA,15214,30725
VA10809,645986.012,SINGLE FAMILY,2,1910,Brick,METAL,0,7,3,3.5,NA,2960,4640,VA,23220,26557
VA10812,339254.8328,SINGLE FAMILY,2,1922,Brick,SLATE,0,6,3,2.5,NA,2360,6750,VA,23222,29570
PA10385,245461.768,SINGLE FAMILY,1,2010,Frame,SHINGLE,1,6,3,2,0,1748,14897,PA,15025,60669
VA10301,330815.7344,SINGLE FAMILY,2,1926,Brick,METAL,0,7,2,1.5,NA,1358,2280,VA,23221,39943
PA10754,204236.927,SINGLE FAMILY,2,1910,Brick,ROLL,1,7,2,2,0,2204,1800,PA,15212,26712
VA10053,379333.1396,SINGLE FAMILY,2,1900,Brick,METAL,0,7,3,3,NA,1784,1191.45,VA,23223,27936
VA10512,431626.0158,SINGLE FAMILY,2,1922,Brick,METAL,1,9,4,1.5,NA,1872,5451.82,VA,23221,39943
VA10090,555773.822,SINGLE FAMILY,2,1928,Stucco,SLATE,0,9,4,2.5,NA,2207,7388,VA,23226,50519
PA10325,148765.5925,ROWHOUSE,3,1900,Frame,ROLL,1,5,3,1,0,1216,630,PA,15224,22880
PA10178,977540.212,SINGLE FAMILY,2,2001,Stucco,SHINGLE,1,8,4,4.5,1,4540,77101,PA,15238,67370
VA10466,294652.9077,SINGLE FAMILY,2,1927,Brick,METAL,0,8,3,1,NA,1280,2511.98,VA,23221,39943
PA10105,138145.9529,SINGLE FAMILY,1,1957,Brick,SHINGLE,1,6,3,1,1,1226,11084,PA,15218,35983
VA10455,258473.1627,SINGLE FAMILY,1,2003,Frame,SHINGLE,0,4,2,2.5,NA,1709,566.28,VA,23220,26557
VA10658,322466.0993,SINGLE FAMILY,1.5,1946,Brick,SLATE,0,7,3,2,NA,1456,7399.77,VA,23226,50519
VA10799,367334.7177,SINGLE FAMILY,1.5,1941,Brick,SLATE,1,9,3,2,NA,1653,7406,VA,23225,35101
VA10360,777801.357,SINGLE FAMILY,1,1910,Brick,SLATE,0,14,5,5,NA,5062,16213.23,VA,23225,35101
PA10372,302255.494,SINGLE FAMILY,1,1952,Stone,SLATE,1,8,3,2.5,1,2010,8775,PA,15216,39526
VA10243,295380.2427,SINGLE FAMILY,2,1900,Brick,METAL,0,8,3,2.5,NA,1776,1810.48,VA,23223,27936
PA10929,428999.7818,SINGLE FAMILY,2,1975,Frame,SHINGLE,1,8,4,2.5,2,2991,20815,PA,15238,67370
VA10570,246470.6983,SINGLE FAMILY,2,1910,Brick,METAL,0,6,3,2.5,NA,1316,3984,VA,23222,29570
VA10514,257763.8639,SINGLE FAMILY,2,1922,Stucco,SLATE,0,8,4,2.5,NA,1521,6075,VA,23222,29570
PA10410,83950.75222,SINGLE FAMILY,1.8,1940,Brick,SHINGLE,1,5,2,1,0,1302,5945,PA,15037,55863
PA10471,233466.8859,SINGLE FAMILY,1.5,1945,Brick,SLATE,1,6,2,1.5,1,1849,16000,PA,15241,85102
PA10559,157097.0097,MULTI-FAMILY,2,1900,Frame,SHINGLE,1,10,4,2,0,2550,2471,PA,15214,30725
VA10399,348460.0849,SINGLE FAMILY,2,1938,Brick,SLATE,0,7,3,1.5,NA,1837,6962.5,VA,23230,36083
PA10039,202481.535,SINGLE FAMILY,1.5,2003,Frame,SHINGLE,1,7,3,1.5,1,1903,10668,PA,15220,44018
VA10834,429463.9658,SINGLE FAMILY,2,1921,Brick,METAL,1,9,4,2,NA,1884,3500,VA,23221,39943
VA10463,582462.1203,SINGLE FAMILY,2,1940,Brick,SLATE,0,9,4,2.5,NA,2500,7840,VA,23221,39943
